Datum;Bestellung;Versand Land;Versandort;Produkt;Nettomenge;Bruttoumsatz
11.02.22;#27351;Germany;Raubling;Bartbalm Crusoe;1;21.000
11.02.22;#27354;Germany;Lünen;Alaunstein;1;8.380
11.02.22;#27362;Germany;Hamburg;Bartbalm Crusoe;1;21.000
12.02.22;#27363;Germany;Bad Schönborn;Rasierhobel Solingen Stahl - Set;1;92.430
12.02.22;#27375;Germany;Lübbecke;Alaunstein;1;8.390
12.02.22;#27386;Germany;Hannover;Alaunstein;1;8.390
12.02.22;#27388;Germany;Olching;Alaunstein;1;8.390
13.02.22;#27401;Germany;Doberschau;Alaunstein;1;8.380
13.02.22;#27404;Germany;Greven;Alaunstein;1;8.390
13.02.22;#27408;Germany;Mörlenbach;Alaunstein;1;8.390
13.02.22;#27412;Germany;Frankfurt;Alaunstein;1;8.380
13.02.22;#27451;Germany;Hassel;Alaunstein;1;8.390
14.02.22;#27457;Germany;Hamburg;Bartbalm Crusoe;1;21.000
14.02.22;#27458;Germany;Xanten;Bartbalm Crusoe;1;21.000
14.02.22;#27462;Germany;Dransfeld;Alaunstein;1;8.390
14.02.22;#27474;Germany;Kamen, Westfalen;Alaunstein;1;8.390
14.02.22;#27477;Germany;Balge;Alaunstein;1;8.390
14.02.22;#27482;Germany;Sehnde;Alaunstein;1;8.390
14.02.22;#27485;Germany;Ahlen;Alaunstein;1;9.990
14.02.22;#27497;Germany;Cottbus;Alaunstein;1;9.990
15.02.22;#27501;Germany;Merseburg;Alaunstein;1;8.390
15.02.22;#27508;Germany;Meine;Alaunstein;1;9.990
15.02.22;#27515;Germany;Worms;Alaunstein;1;8.390
15.02.22;#27520;Germany;Schlettau;Rasierhobel Solingen Stahl - Set;1;92.430
15.02.22;#27521;Germany;Hude;Bartbalm Crusoe;1;21.000
15.02.22;#27524;Germany;Berlin;Alaunstein;1;8.390
15.02.22;#27527;Germany;Hohnhorst;Alaunstein;1;8.390
15.02.22;#27540;Germany;Ostrhauderfehn;Alaunstein;1;8.390
15.02.22;#27541;Austria;Lustenau;Bartbalm Crusoe;1;20.820
16.02.22;#27546;Germany;Berlin;Alaunstein;1;8.390
16.02.22;#27547;Germany;Zülpich;Alaunstein;1;8.390
16.02.22;#27562;Germany;Friesenhagen;Alaunstein;1;8.390
16.02.22;#27565;Germany;Köln;Rasierhobel Solingen Stahl - Set;1;92.420
16.02.22;#27567;Germany;Frankfurt Am Main;Rasierhobel Solingen Stahl - Set;1;92.430
16.02.22;#27575;Germany;Cottbus;Alaunstein;1;8.390
16.02.22;#27581;Germany;Schwanstetten;Alaunstein;1;9.990
16.02.22;#27588;Germany;Detmold;Alaunstein;1;8.390
16.02.22;#27589;Germany;Mannheim;Bartbalm Crusoe;1;21.000
17.02.22;#27592;Germany;Herzogenaurach;Alaunstein;1;8.380
17.02.22;#27598;Germany;Weimar;Rasierhobel Solingen Stahl - Set;1;92.430
17.02.22;#27607;Germany;Weißenberg;Alaunstein;1;8.390
17.02.22;#27609;Germany;Winhöring;Alaunstein;1;8.390
17.02.22;#27612;Germany;Malching;Rasierhobel Solingen Stahl - Set;1;92.430
17.02.22;#27630;Germany;Bad Schwartau;Rasierhobel Solingen Stahl - Set;1;92.430
17.02.22;#27643;Germany;Berlin;Alaunstein;1;8.390
18.02.22;#27651;Germany;Mühlacker;Alaunstein;1;9.990
18.02.22;#27672;Germany;Neu Ulm;Bartbalm Crusoe;1;21.000
19.02.22;#27682;Germany;Hockenheim;Alaunstein;1;8.390
19.02.22;#27692;Germany;Köln Braunsfeld;Alaunstein;1;9.990
19.02.22;#27717;Germany;München;Alaunstein;1;8.390
20.02.22;#27719;Germany;Waldkirchen;Bartbalm Crusoe;1;21.000
20.02.22;#27721;Germany;Friedenweiler;Alaunstein;1;8.390
20.02.22;#27726;Germany;Bremen;Alaunstein;1;8.390
20.02.22;#27744;Germany;Lahr;Bartbalm Crusoe;1;21.000
20.02.22;#27758;Germany;Dortmund;Alaunstein;1;8.380
21.02.22;#27763;Germany;Ludwigshafen;Alaunstein;1;8.390
21.02.22;#27775;Austria;Natters;Bartbalm Crusoe;1;20.820
21.02.22;#27776;Germany;Reichertshofen;Bartbalm Crusoe;1;21.000
21.02.22;#27778;Germany;Laudenbach;Alaunstein;1;8.390
21.02.22;#27786;Germany;Langenargen;Bartbalm Crusoe;1;21.000
22.02.22;#27817;Germany;Sankt Ingbert;Alaunstein;1;8.390
22.02.22;#27829;Germany;Grasleben;Bartbalm Crusoe;1;21.000
22.02.22;#27841;Germany;Neuried;Bartbalm Crusoe;1;21.000
23.02.22;#27848;Germany;Darmstadt;Alaunstein;1;8.390
23.02.22;#27850;Austria;Otterthal;Alaunstein;1;8.320
23.02.22;#27853;Germany;Karlsruhe;Bartbalm Crusoe;1;21.000
23.02.22;#27855;Germany;Mering;Bartbalm Crusoe;1;21.000
23.02.22;#27866;Germany;Erbach;Alaunstein;1;8.390
23.02.22;#27874;Germany;Erftstadt;Alaunstein;1;8.390
24.02.22;#27905;Austria;Wiener Neustadt;Alaunstein;1;8.320
24.02.22;#27914;Germany;Kuhfelde;Bartbalm Crusoe;1;21.000
24.02.22;#27930;Germany;Gärtringen;Alaunstein;1;8.380
25.02.22;#27941;Germany;Brake;Alaunstein;1;8.390
25.02.22;#27944;Germany;Odderade;Bartbalm Crusoe;1;21.000
25.02.22;#27947;Germany;Nürnberg;Alaunstein;1;8.390
25.02.22;#27954;Germany;Dielheim;Alaunstein;1;8.390
25.02.22;#27955;Germany;Rehlingen Siersburg;Bartbalm Crusoe;1;21.000
25.02.22;#27965;Germany;Handewitt;Alaunstein;1;8.390
26.02.22;#27994;Germany;Lehre;Alaunstein;1;8.380
26.02.22;#28013;Germany;Weyhe;Rasierhobel Solingen Stahl - Set;1;92.430
26.02.22;#28019;Germany;Bruchsal;Alaunstein;1;8.380
26.02.22;#28031;Germany;Iserlohn;Alaunstein;1;8.390
26.02.22;#28046;Germany;Calau;Alaunstein;1;8.390
26.02.22;#28064;Germany;Dresden;Alaunstein;1;8.390
26.02.22;#28076;Germany;Vogt;Rasierhobel Solingen Stahl - Set;1;92.430
26.02.22;#28091;Germany;Haiger;Alaunstein;1;8.390
27.02.22;#28101;Germany;Leipzig;Bartbalm Crusoe;1;21.000
27.02.22;#28106;Germany;Dortmund;Bartbalm Crusoe;1;21.000
27.02.22;#28117;Germany;Rödermark;Alaunstein;1;8.390
27.02.22;#28128;Germany;Spangenberg;Alaunstein;1;8.390
27.02.22;#28132;Germany;Friedberg;Bartbalm Crusoe;1;21.000
27.02.22;#28133;Germany;Bingen Am Rhein;Alaunstein;1;8.390
28.02.22;#28178;Germany;Verden;Alaunstein;1;8.390
28.02.22;#28179;Germany;Bayreuth;Bartbalm Crusoe;1;21.000
28.02.22;#28198;Germany;Feuchtwangen;Alaunstein;1;8.390
28.02.22;#28211;Germany;Dillingen A.d.donau;Alaunstein;1;8.390
28.02.22;#28212;Germany;Meckenheim;Alaunstein;1;8.390
01.03.22;#28213;Germany;Trendelburg;Alaunstein;1;8.390
01.03.22;#28215;Germany;Aidlingen;Rasierhobel Solingen Stahl - Set;1;92.430
01.03.22;#28218;Germany;Frankfurt Am Main;Bartbalm Crusoe;1;21.000
01.03.22;#28220;Germany;Karlstadt;Alaunstein;1;8.390
01.03.22;#28225;Germany;Keltern;Alaunstein;1;8.390
01.03.22;#28236;Germany;Schadebeuster;Alaunstein;1;8.390
01.03.22;#28246;Germany;Magdeburg;Alaunstein;1;8.390
01.03.22;#28251;Germany;Fürth;Alaunstein;1;8.390
02.03.22;#28259;Germany;Neuhaus Am Inn;Bartbalm Crusoe;1;21.000
02.03.22;#28270;Germany;Eschwege;Alaunstein;1;8.390
02.03.22;#28291;Germany;Berlin;Alaunstein;1;8.390
02.03.22;#28295;Germany;Döllstädt;Alaunstein;1;8.390
03.03.22;#28313;Germany;Erfurt;Alaunstein;1;8.390
03.03.22;#28317;Germany;Friedrichshafen;Alaunstein;1;8.390
03.03.22;#28320;Germany;Koblenz;Alaunstein;1;8.390
04.03.22;#28353;Austria;St. Nikola;Alaunstein;1;8.320
04.03.22;#28357;Austria;Pleissing;Rasierhobel Solingen Stahl - Set;1;91.650
04.03.22;#28361;Germany;Heidelberg;Alaunstein;1;8.390
04.03.22;#28362;Germany;Köln;Bartbalm Crusoe;1;21.000
04.03.22;#28364;Germany;Herxheim;Alaunstein;1;8.390
04.03.22;#28374;Germany;Einbeck;Bartbalm Crusoe;1;21.000
05.03.22;#28396;Germany;Potsdam;Bartbalm Crusoe;1;21.000
05.03.22;#28407;Austria;Linz;Alaunstein;2;16.650
05.03.22;#28417;Germany;Lünen;Bartbalm Crusoe;1;21.000
05.03.22;#28421;Germany;Chemnitz;Bartbalm Crusoe;1;21.000
06.03.22;#28427;Germany;Kiel;Alaunstein;1;8.390
06.03.22;#28454;Germany;München;Alaunstein;1;8.390
06.03.22;#28460;Germany;Stuttgart;Alaunstein;1;8.380
06.03.22;#28468;Germany;Karlsruhe;Alaunstein;1;8.390
06.03.22;#28470;Germany;Herrenberg Im Gäu;Alaunstein;1;8.380
06.03.22;#28470;Germany;Herrenberg Im Gäu;Rasierhobel Solingen Stahl - Set;1;92.420
06.03.22;#28477;Germany;Castrop Rauxel;Alaunstein;1;8.390
06.03.22;#28480;Germany;Wiesbaden;Rasierhobel Solingen Stahl - Set;1;92.430
07.03.22;#28510;Germany;Rudolstadt;Alaunstein;1;8.390
07.03.22;#28516;Germany;Leuna;Alaunstein;1;8.380
07.03.22;#28524;Germany;Oldenburg;Alaunstein;1;8.390
07.03.22;#28529;Germany;Braunschweig;Alaunstein;1;8.380
08.03.22;#28545;Germany;Achern;Alaunstein;1;8.390
08.03.22;#28561;Germany;Rosenheim;Alaunstein;1;8.390
08.03.22;#28568;Germany;Bamberg;Alaunstein;1;8.390
08.03.22;#28574;Germany;Rödinghausen;Bartbalm Crusoe;1;21.000
09.03.22;#28578;Germany;Haltern Am See;Alaunstein;1;8.390
09.03.22;#28585;Germany;Schweich;Alaunstein;1;8.390
09.03.22;#28586;Germany;Kassel;Alaunstein;1;8.390
10.03.22;#28620;Germany;Bordesholm;Alaunstein;1;8.380
10.03.22;#28622;Germany;Rödinghausen;Alaunstein;1;8.390
10.03.22;#28633;Germany;Villingen Schwenningen;Alaunstein;1;8.390
10.03.22;#28634;Germany;Saarlouis;Alaunstein;1;8.390
10.03.22;#28647;Germany;Dachau;Bartbalm Crusoe;1;21.000
11.03.22;#28666;Germany;Geilenkirchen;Alaunstein;1;8.390
11.03.22;#28669;Germany;Schwäbisch Hall;Alaunstein;1;8.390
11.03.22;#28673;Germany;Bad Schussenried;Alaunstein;1;8.390
11.03.22;#28680;Germany;Altentreptow;Bartbalm Crusoe;1;21.000
11.03.22;#28682;Germany;Rostock;Bartbalm Crusoe;1;21.000
11.03.22;#28704;Germany;Köln;Alaunstein;1;8.390
12.03.22;#28752;Germany;Eddelak;Alaunstein;1;8.390
12.03.22;#28756;Germany;Stegaurach;Alaunstein;1;8.390
13.03.22;#28764;Germany;Kösching;Alaunstein;1;8.390
13.03.22;#28768;Germany;Rödermark;Alaunstein;1;8.390
13.03.22;#28769;Germany;Steinfurt;Alaunstein;1;8.390
13.03.22;#28770;Germany;Stolberg (Rhld.);Alaunstein;1;8.390
13.03.22;#28772;Germany;Aarbergen;Bartbalm Crusoe;1;21.000
13.03.22;#28773;Germany;Backnang;Alaunstein;1;8.390
13.03.22;#28774;Germany;Pforzheim;Bartbalm Crusoe;1;21.000
13.03.22;#28779;Germany;Heimsheim;Bartbalm Crusoe;1;21.000
13.03.22;#28789;Germany;Osnabrück;Alaunstein;1;8.390
14.03.22;#28818;Germany;Lüdenscheid;Alaunstein;1;8.390
14.03.22;#28839;Germany;Bremen;Bartbalm Crusoe;1;21.000
14.03.22;#28842;Germany;Jüchen;Alaunstein;1;8.390
15.03.22;#28855;Germany;Wieseck;Alaunstein;1;8.390
15.03.22;#28855;Germany;Wieseck;Rasierhobel Solingen Stahl - Set;1;92.430
15.03.22;#28857;Germany;Berlin;Alaunstein;1;8.390
15.03.22;#28865;Germany;Berlin;Alaunstein;1;8.390
15.03.22;#28867;Germany;Völklingen;Alaunstein;1;8.390
15.03.22;#28888;Germany;Münsingen;Alaunstein;1;8.390
15.03.22;#28892;Germany;Nordrhein Westfalen Bottrop;Alaunstein;1;8.390
15.03.22;#28894;Germany;Haltern Am See;Alaunstein;1;8.390
16.03.22;#28913;Germany;Finsterwalde;Bartbalm Crusoe;1;21.000
16.03.22;#28928;Germany;Wiesbaden;Alaunstein;1;8.390
17.03.22;#28969;Germany;Neuenstadt;Bartbalm Crusoe;1;16.800
17.03.22;#28982;Germany;Landshut;Alaunstein;1;8.380
17.03.22;#28983;Germany;Bad Wildbad;Bartbalm Crusoe;1;16.800
17.03.22;#28986;Germany;Hamburg;Alaunstein;1;8.390
17.03.22;#29001;Germany;Bruchköbel;Alaunstein;1;8.390
17.03.22;#29002;Germany;Grünberg Weickartshain;Alaunstein;1;8.390
18.03.22;#29042;Germany;Bad Schönborn;Alaunstein;1;8.390
18.03.22;#29057;Germany;Berlin;Alaunstein;1;8.390
19.03.22;#29063;Germany;Groß Gerau;Alaunstein;1;8.390
19.03.22;#29068;Germany;Bautzen;Bartbalm Crusoe;1;16.800
19.03.22;#29072;Germany;Straußfurt;Alaunstein;1;8.390
19.03.22;#29079;Germany;Bühl;Alaunstein;1;8.390
19.03.22;#29089;Germany;Viersen;Bartbalm Crusoe;1;16.800
19.03.22;#29090;Germany;Balingen;Alaunstein;1;8.390
19.03.22;#29099;Germany;Großpösna;Alaunstein;1;8.390
19.03.22;#29100;Germany;Wanzleben Börde;Bartbalm Crusoe;1;16.800
19.03.22;#29103;Germany;Wolfratshausen;Alaunstein;1;8.390
20.03.22;#29108;Germany;Johanngeorgenstadt;Alaunstein;2;16.790
20.03.22;#29113;Germany;Gevelsberg;Alaunstein;1;8.390
20.03.22;#29127;Germany;Karlsruhe;Rasierhobel Solingen Stahl - Set;1;84.020
20.03.22;#29131;Germany;Ergoldsbach;Rasierhobel Solingen Stahl - Set;1;84.030
20.03.22;#29134;Germany;De;Alaunstein;1;8.390
20.03.22;#29160;Germany;Ratingen;Bartbalm Crusoe;1;16.800
20.03.22;#29168;Germany;Gehrden;Alaunstein;1;8.390
20.03.22;#29171;Germany;Isernhagen;Bartbalm Crusoe;1;16.800
21.03.22;#29184;Germany;Münster;Alaunstein;1;8.390
21.03.22;#29208;Germany;Weißenfels;Bartbalm Crusoe;1;16.800
21.03.22;#29217;Germany;München;Alaunstein;1;8.380
21.03.22;#29226;Germany;Wennigsen;Alaunstein;1;8.390
21.03.22;#29233;Germany;Gelsenkirchen;Alaunstein;1;8.390
21.03.22;#29235;Germany;Hamburg;Alaunstein;1;8.390
22.03.22;#29236;Germany;Rheinberg;Rasierhobel Solingen Stahl - Set;1;84.030
22.03.22;#29237;Germany;Schmallenberg;Alaunstein;1;8.380
22.03.22;#29248;Germany;Hage;Bartbalm Crusoe;1;16.800
22.03.22;#29249;Germany;Taufkirchen;Alaunstein;1;8.390
22.03.22;#29250;Germany;Bad Emstal;Alaunstein;1;8.380
22.03.22;#29255;Germany;Emsbüren;Alaunstein;1;8.390
22.03.22;#29272;Austria;Ebbs;Alaunstein;1;9.990
22.03.22;#29282;Germany;Kiel;Bartbalm Crusoe;1;16.800
22.03.22;#29294;Germany;Pettendorf;Alaunstein;1;8.380
22.03.22;#29296;Germany;Düsseldorf;Alaunstein;1;8.390
22.03.22;#29298;Germany;Ottersweier;Bartbalm Crusoe;1;16.800
23.03.22;#29309;Germany;Barsinghausen;Alaunstein;1;8.390
23.03.22;#29313;Germany;Henfenfeld;Alaunstein;1;8.390
23.03.22;#29314;Germany;Cottbus;Rasierhobel Solingen Stahl - Set;1;84.030
23.03.22;#29318;Germany;Ellgau;Alaunstein;1;8.390
23.03.22;#29321;Germany;Schifferstadt;Alaunstein;1;8.390
23.03.22;#29331;Germany;Reiskirchen;Alaunstein;1;8.380
23.03.22;#29347;Germany;Berlin;Rasierhobel Solingen Stahl - Set;1;84.030
23.03.22;#29351;Germany;Hofheim Am Taunus;Bartbalm Crusoe;1;16.800
24.03.22;#29358;Germany;Ratzenhofen;Alaunstein;1;8.390
24.03.22;#29362;Germany;Köln;Bartbalm Crusoe;1;16.800
24.03.22;#29374;Germany;Erkheim;Alaunstein;1;9.990
24.03.22;#29375;Germany;Lehrensteinsfeld;Bartbalm Crusoe;1;16.800
24.03.22;#29382;Germany;Geestland;Alaunstein;1;8.390
24.03.22;#29383;Germany;Erlangen;Alaunstein;1;8.390
24.03.22;#29403;Germany;Heddesheim;Bartbalm Crusoe;1;16.800
25.03.22;#29422;Germany;Hagen;Alaunstein;1;8.390
25.03.22;#29427;Germany;Eberswalde;Alaunstein;1;8.390
25.03.22;#29428;Germany;Rosbach Vor Der Höhe;Alaunstein;1;8.390
25.03.22;#29429;Germany;Arendsee (Altmark);Bartbalm Crusoe;1;16.800
25.03.22;#29431;Germany;Pfullingen;Alaunstein;2;16.790
25.03.22;#29449;Austria;Brixlegg;Alaunstein;1;8.320
25.03.22;#29452;Germany;Braunschweig;Rasierhobel Solingen Stahl - Set;1;84.030
25.03.22;#29458;Germany;Vettweiß;Alaunstein;1;8.390
25.03.22;#29464;Germany;De;Alaunstein;1;8.390
25.03.22;#29465;Germany;Bonn;Bartbalm Crusoe;1;16.800
25.03.22;#29468;Germany;Bonn;Alaunstein;1;8.380
26.03.22;#29480;Germany;Ludwigsburg;Bartbalm Crusoe;1;16.800
26.03.22;#29508;Germany;Salzkotten;Alaunstein;1;8.390
26.03.22;#29510;Germany;Bernau;Bartbalm Crusoe;1;16.800
26.03.22;#29531;Germany;Sprockhövel;Bartbalm Crusoe;1;16.800
26.03.22;#29534;Germany;Bakum;Alaunstein;1;8.390
26.03.22;#29537;Germany;Oberkrämer;Alaunstein;1;8.390
26.03.22;#29543;Germany;Schwörstadt;Alaunstein;1;8.390
27.03.22;#29555;Germany;Wedel;Alaunstein;1;8.390
27.03.22;#29563;Germany;Kirchheim Bei München;Alaunstein;2;16.790
27.03.22;#29579;Germany;Erfurt;Bartbalm Crusoe;1;16.800
27.03.22;#29593;Austria;Wiener Neudorf;Alaunstein;1;8.320
27.03.22;#29601;Germany;Rostock;Bartbalm Crusoe;1;16.800
27.03.22;#29603;Germany;Aßlar;Alaunstein;1;8.390
27.03.22;#29614;Germany;Buchdorf;Alaunstein;1;8.390
28.03.22;#29620;Austria;Lassing;Bartbalm Crusoe;1;16.660
28.03.22;#29624;Germany;Malterdingen;Alaunstein;1;8.390
28.03.22;#29639;Germany;Brake;Alaunstein;1;8.380
28.03.22;#29649;Germany;Essen;Bartbalm Crusoe;1;16.800
28.03.22;#29653;Germany;Leverkusen;Bartbalm Crusoe;1;16.800
28.03.22;#29659;Germany;Soltau;Bartbalm Crusoe;1;16.800
28.03.22;#29661;Germany;Remagen;Alaunstein;1;8.390
28.03.22;#29674;Germany;Hürth;Rasierhobel Solingen Stahl - Set;1;84.030
28.03.22;#29678;Germany;Cavertitz;Alaunstein;1;8.390
28.03.22;#29681;Germany;Lenting;Bartbalm Crusoe;1;16.800
28.03.22;#29686;Germany;Münzenberg;Alaunstein;1;8.390
29.03.22;#29701;Germany;Berlin;Bartbalm Crusoe;1;16.800
29.03.22;#29712;Germany;Altdorf;Alaunstein;1;8.390
29.03.22;#29722;Germany;Siegbach;Alaunstein;1;8.390
29.03.22;#29726;Germany;Berlin;Bartbalm Crusoe;1;16.800
29.03.22;#29742;Germany;Potsdam;Bartbalm Crusoe;1;16.800
30.03.22;#29773;Germany;Mühlacker;Bartbalm Crusoe;1;16.800
30.03.22;#29784;Germany;Köln;Bartbalm Crusoe;1;16.800
30.03.22;#29785;Germany;Hamburg;Bartbalm Crusoe;1;16.800
30.03.22;#29821;Germany;Hürth;Alaunstein;2;16.790
30.03.22;#29829;Germany;Künzell;Bartbalm Crusoe;1;16.800
31.03.22;#29846;Germany;Oberviechtach;Alaunstein;1;8.380
31.03.22;#29853;Germany;Freiberg;Alaunstein;1;8.390
31.03.22;#29862;Germany;Miesbach;Bartbalm Crusoe;1;16.800
31.03.22;#29883;Germany;Nienburg (Weser);Alaunstein;1;8.380
31.03.22;#29886;Germany;Bad Schwartau;Alaunstein;1;8.390
01.04.22;#29910;Germany;Gelsenkirchen;Alaunstein;1;8.390
01.04.22;#29919;Germany;Wesseling;Bartbalm Crusoe;1;16.800
01.04.22;#29925;Germany;Neuss;Bartbalm Crusoe;1;16.800
01.04.22;#29942;Germany;Weinbach;Alaunstein;1;8.390
01.04.22;#29952;Germany;Petting;Bartbalm Crusoe;1;16.800
01.04.22;#29953;Germany;Hannover;Alaunstein;1;8.380
01.04.22;#29958;Germany;Putlitz;Alaunstein;1;8.380
01.04.22;#29965;Germany;Ratingen;Rasierhobel Solingen Stahl - Set;1;84.030
02.04.22;#29989;Germany;Oberkrämer;Bartbalm Crusoe;1;16.800
02.04.22;#29991;Germany;Porta Westfalica;Alaunstein;1;8.390
02.04.22;#30004;Germany;Hamburg;Bartbalm Crusoe;1;16.800
02.04.22;#30007;Germany;Erlangen;Bartbalm Crusoe;1;16.800
02.04.22;#30013;Germany;Rüsselsheim;Bartbalm Crusoe;1;16.800
02.04.22;#30017;Germany;Porta Westfalica;Alaunstein;1;8.380
02.04.22;#30028;Germany;Korbach;Alaunstein;1;8.390
02.04.22;#30041;Germany;Monheim Am Rhein;Bartbalm Crusoe;1;16.800
02.04.22;#30045;Germany;Hamburg;Alaunstein;1;8.390
02.04.22;#30062;Germany;Niederstetten;Bartbalm Crusoe;1;16.800
03.04.22;#30085;Germany;Osnabrück;Bartbalm Crusoe;1;16.800
03.04.22;#30086;Germany;Neuching;Alaunstein;1;8.390
03.04.22;#30091;Germany;Triefenstein;Alaunstein;1;8.390
03.04.22;#30095;Germany;Ulm;Alaunstein;1;8.390
03.04.22;#30096;Germany;Erftstadt Kierdorf;Alaunstein;1;8.380
03.04.22;#30098;Germany;Teublitz;Alaunstein;1;8.390
03.04.22;#30103;Germany;Weinstadt;Alaunstein;1;8.390
03.04.22;#30111;Germany;Wuppertal;Bartbalm Crusoe;1;16.800
03.04.22;#30119;Germany;Gerstetten;Alaunstein;1;8.390
03.04.22;#30128;Germany;Pörnbach;Bartbalm Crusoe;1;16.800
03.04.22;#30134;Germany;Dörscheid;Alaunstein;1;8.390
03.04.22;#30138;Germany;Wittenberg;Alaunstein;1;8.380
03.04.22;#30140;Germany;Nieder Olm;Alaunstein;1;8.390
03.04.22;#30147;Germany;Plattenburg;Alaunstein;1;8.380
03.04.22;#30153;Germany;Rostock;Alaunstein;1;8.390
03.04.22;#30179;Germany;Hamburg;Bartbalm Crusoe;1;16.800
03.04.22;#30191;Germany;Brühl;Alaunstein;1;8.390
03.04.22;#30196;Germany;Morbach;Bartbalm Crusoe;1;16.800
03.04.22;#30204;Germany;Großheide;Alaunstein;1;8.390
03.04.22;#30204;Germany;Großheide;Bartbalm Crusoe;1;16.800
03.04.22;#30206;Germany;Freiberg;Alaunstein;1;8.390
03.04.22;#30211;Germany;Zschopau;Alaunstein;1;8.390
03.04.22;#30219;Germany;Selm;Alaunstein;1;8.390
03.04.22;#30220;Germany;Montabaur;Bartbalm Crusoe;1;16.800
03.04.22;#30221;Germany;Unna;Bartbalm Crusoe;1;16.800
03.04.22;#30222;Germany;Reit Im Winkl;Alaunstein;1;8.390
03.04.22;#30225;Germany;Hermeskeil;Alaunstein;1;8.380
04.04.22;#30235;Germany;Wittlich;Bartbalm Crusoe;1;16.800
04.04.22;#30250;Germany;Lörrach;Alaunstein;1;8.390
04.04.22;#30254;Germany;Bochum;Alaunstein;1;8.380
04.04.22;#30255;France;Freyming Merlebach;Alaunstein;1;8.320
04.04.22;#30269;Germany;Mainburg;Bartbalm Crusoe;1;16.800
04.04.22;#30281;Germany;Hamburg;Alaunstein;1;8.390
04.04.22;#30288;Germany;Aarbergen;Bartbalm Crusoe;1;16.800
04.04.22;#30319;Germany;Delmenhorst;Alaunstein;1;8.390
04.04.22;#30329;Germany;Kirchheimbolanden;Bartbalm Crusoe;1;16.800
05.04.22;#30376;Germany;Grafenau;Alaunstein;1;8.390
05.04.22;#30381;Germany;Frickenhausen;Bartbalm Crusoe;1;16.800
05.04.22;#30390;Germany;Oberhausen;Alaunstein;1;8.380
05.04.22;#30399;Germany;Andernach;Bartbalm Crusoe;1;16.800
05.04.22;#30402;Germany;Frankfurt Am Main;Alaunstein;1;8.390
05.04.22;#30422;Germany;München;Alaunstein;1;8.390
05.04.22;#30453;Germany;Langenfeld;Rasierhobel Solingen Stahl - Set;1;84.020
05.04.22;#30459;Germany;Birkenfeld;Alaunstein;1;8.390
05.04.22;#30475;Germany;Roetgen;Alaunstein;2;16.790
05.04.22;#30480;Germany;Grömitz;Alaunstein;1;8.390
05.04.22;#30485;Germany;Feldberg;Alaunstein;1;8.390
05.04.22;#30486;Germany;Berlin;Alaunstein;3;25.180
06.04.22;#30504;Germany;Lenting;Bartbalm Crusoe;1;16.800
06.04.22;#30530;Germany;Schmiechen;Bartbalm Crusoe;1;16.800
06.04.22;#30544;Germany;Wustrow;Bartbalm Crusoe;1;16.800
06.04.22;#30552;Germany;München;Bartbalm Crusoe;1;16.800
06.04.22;#30575;Germany;Schwerin;Bartbalm Crusoe;1;16.800
06.04.22;#30580;Germany;Dresden;Bartbalm Crusoe;1;16.800
06.04.22;#30582;Germany;Helpsen;Alaunstein;1;8.390
06.04.22;#30588;Germany;Schlangenbad;Rasierhobel Solingen Stahl - Set;1;84.030
06.04.22;#30603;Germany;Appenweier;Alaunstein;1;8.390
07.04.22;#30632;Germany;Kaiserslautern;Bartbalm Crusoe;1;16.800
07.04.22;#30670;Germany;Fürstenzell;Alaunstein;1;8.390
07.04.22;#30673;Germany;Lörrach;Bartbalm Crusoe;1;16.800
07.04.22;#30681;Germany;Stuttgart;Rasierhobel Solingen Stahl - Set;1;84.030
07.04.22;#30683;Germany;Dissen Am Teutoburger Wald;Bartbalm Crusoe;1;16.800
07.04.22;#30690;Germany;Ketsch;Bartbalm Crusoe;1;16.800
07.04.22;#30709;Germany;Goch;Alaunstein;1;8.390
07.04.22;#30714;Germany;München;Rasierhobel Solingen Stahl - Set;1;84.030
08.04.22;#30743;Germany;Bergneustadt;Alaunstein;1;8.390
08.04.22;#30744;Germany;Rheinbach;Alaunstein;1;8.390
08.04.22;#30754;Germany;Köln;Alaunstein;1;8.390
08.04.22;#30760;Germany;Dannewerk;Alaunstein;1;8.390
08.04.22;#30772;Germany;Lutzerath;Alaunstein;1;8.390
08.04.22;#30779;Germany;Reutlingen;Bartbalm Crusoe;1;16.800
08.04.22;#30823;Germany;Berlin;Alaunstein;1;8.390
09.04.22;#30848;Germany;Brake;Alaunstein;1;8.390
09.04.22;#30849;Germany;Kaarst;Alaunstein;1;8.390
09.04.22;#30854;Germany;Torno;Alaunstein;1;8.390
09.04.22;#30867;Germany;Menden;Alaunstein;1;9.990
09.04.22;#30895;Germany;Schacht Audorf;Alaunstein;1;8.390
09.04.22;#30934;Germany;Grimma;Alaunstein;1;8.390
09.04.22;#30959;Germany;Horb Talheim;Alaunstein;1;8.390
09.04.22;#30965;Germany;Plötzkau;Alaunstein;1;8.390
09.04.22;#30970;Germany;Kassel;Alaunstein;1;8.380
09.04.22;#30971;Germany;Prenzlau;Alaunstein;1;8.380
09.04.22;#30982;Germany;Leichlingen;Bartbalm Crusoe;1;16.800
09.04.22;#30986;Germany;Tostedt;Bartbalm Crusoe;1;16.800
10.04.22;#31001;Germany;Bad Schwartau;Rasierhobel Solingen Stahl - Set;1;84.020
